task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,logistic_regression,0.1,13,1400,female,female,913
gender,logistic_regression,0.1,13,1400,female,male,824
gender,logistic_regression,0.1,13,1400,male,female,873
gender,logistic_regression,0.1,13,1400,male,male,889
gender,random_forest,0.1,13,1400,female,female,860
gender,random_forest,0.1,13,1400,female,male,877
gender,random_forest,0.1,13,1400,male,female,808
gender,random_forest,0.1,13,1400,male,male,954
gender,hist_gradient_boosting,0.1,13,1400,female,female,894
gender,hist_gradient_boosting,0.1,13,1400,female,male,843
gender,hist_gradient_boosting,0.1,13,1400,male,female,881
gender,hist_gradient_boosting,0.1,13,1400,male,male,881
gender,xgboost,0.1,13,1400,female,female,888
gender,xgboost,0.1,13,1400,female,male,849
gender,xgboost,0.1,13,1400,male,female,838
gender,xgboost,0.1,13,1400,male,male,924
gender,mlp,0.1,13,1400,female,female,941
gender,mlp,0.1,13,1400,female,male,796
gender,mlp,0.1,13,1400,male,female,1016
gender,mlp,0.1,13,1400,male,male,746
gender,logistic_regression,0.1,21,1400,female,female,859
gender,logistic_regression,0.1,21,1400,female,male,878
gender,logistic_regression,0.1,21,1400,male,female,843
gender,logistic_regression,0.1,21,1400,male,male,919
gender,random_forest,0.1,21,1400,female,female,836
gender,random_forest,0.1,21,1400,female,male,901
gender,random_forest,0.1,21,1400,male,female,840
gender,random_forest,0.1,21,1400,male,male,922
gender,hist_gradient_boosting,0.1,21,1400,female,female,826
gender,hist_gradient_boosting,0.1,21,1400,female,male,911
gender,hist_gradient_boosting,0.1,21,1400,male,female,831
gender,hist_gradient_boosting,0.1,21,1400,male,male,931
gender,xgboost,0.1,21,1400,female,female,902
gender,xgboost,0.1,21,1400,female,male,835
gender,xgboost,0.1,21,1400,male,female,862
gender,xgboost,0.1,21,1400,male,male,900
gender,mlp,0.1,21,1400,female,female,934
gender,mlp,0.1,21,1400,female,male,803
gender,mlp,0.1,21,1400,male,female,909
gender,mlp,0.1,21,1400,male,male,853
gender,logistic_regression,0.1,34,1400,female,female,937
gender,logistic_regression,0.1,34,1400,female,male,800
gender,logistic_regression,0.1,34,1400,male,female,854
gender,logistic_regression,0.1,34,1400,male,male,908
gender,random_forest,0.1,34,1400,female,female,843
gender,random_forest,0.1,34,1400,female,male,894
gender,random_forest,0.1,34,1400,male,female,825
gender,random_forest,0.1,34,1400,male,male,937
gender,hist_gradient_boosting,0.1,34,1400,female,female,830
gender,hist_gradient_boosting,0.1,34,1400,female,male,907
gender,hist_gradient_boosting,0.1,34,1400,male,female,799
gender,hist_gradient_boosting,0.1,34,1400,male,male,963
gender,xgboost,0.1,34,1400,female,female,884
gender,xgboost,0.1,34,1400,female,male,853
gender,xgboost,0.1,34,1400,male,female,865
gender,xgboost,0.1,34,1400,male,male,897
gender,mlp,0.1,34,1400,female,female,930
