task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,logistic_regression,0.1,13,1400,female,female,919
gender,logistic_regression,0.1,13,1400,female,male,818
gender,logistic_regression,0.1,13,1400,male,female,878
gender,logistic_regression,0.1,13,1400,male,male,884
gender,random_forest,0.1,13,1400,female,female,816
gender,random_forest,0.1,13,1400,female,male,921
gender,random_forest,0.1,13,1400,male,female,801
gender,random_forest,0.1,13,1400,male,male,961
gender,hist_gradient_boosting,0.1,13,1400,female,female,848
gender,hist_gradient_boosting,0.1,13,1400,female,male,889
gender,hist_gradient_boosting,0.1,13,1400,male,female,869
gender,hist_gradient_boosting,0.1,13,1400,male,male,893
gender,xgboost,0.1,13,1400,female,female,879
gender,xgboost,0.1,13,1400,female,male,858
gender,xgboost,0.1,13,1400,male,female,855
gender,xgboost,0.1,13,1400,male,male,907
gender,mlp,0.1,13,1400,female,female,943
gender,mlp,0.1,13,1400,female,male,794
gender,mlp,0.1,13,1400,male,female,1019
gender,mlp,0.1,13,1400,male,male,743
gender,logistic_regression,0.1,21,1400,female,female,868
gender,logistic_regression,0.1,21,1400,female,male,869
gender,logistic_regression,0.1,21,1400,male,female,853
gender,logistic_regression,0.1,21,1400,male,male,909
gender,random_forest,0.1,21,1400,female,female,793
gender,random_forest,0.1,21,1400,female,male,944
gender,random_forest,0.1,21,1400,male,female,787
gender,random_forest,0.1,21,1400,male,male,975
gender,hist_gradient_boosting,0.1,21,1400,female,female,802
gender,hist_gradient_boosting,0.1,21,1400,female,male,935
gender,hist_gradient_boosting,0.1,21,1400,male,female,800
gender,hist_gradient_boosting,0.1,21,1400,male,male,962
gender,xgboost,0.1,21,1400,female,female,877
gender,xgboost,0.1,21,1400,female,male,860
gender,xgboost,0.1,21,1400,male,female,853
gender,xgboost,0.1,21,1400,male,male,909
gender,mlp,0.1,21,1400,female,female,910
gender,mlp,0.1,21,1400,female,male,827
gender,mlp,0.1,21,1400,male,female,878
gender,mlp,0.1,21,1400,male,male,884
gender,logistic_regression,0.1,34,1400,female,female,943
gender,logistic_regression,0.1,34,1400,female,male,794
gender,logistic_regression,0.1,34,1400,male,female,859
gender,logistic_regression,0.1,34,1400,male,male,903
gender,random_forest,0.1,34,1400,female,female,859
gender,random_forest,0.1,34,1400,female,male,878
gender,random_forest,0.1,34,1400,male,female,852
gender,random_forest,0.1,34,1400,male,male,910
gender,hist_gradient_boosting,0.1,34,1400,female,female,795
gender,hist_gradient_boosting,0.1,34,1400,female,male,942
gender,hist_gradient_boosting,0.1,34,1400,male,female,834
gender,hist_gradient_boosting,0.1,34,1400,male,male,928
gender,xgboost,0.1,34,1400,female,female,900
gender,xgboost,0.1,34,1400,female,male,837
gender,xgboost,0.1,34,1400,male,female,866
gender,xgboost,0.1,34,1400,male,male,896
gender,mlp,0.1,34,1400,female,female,918
gender,mlp,0.1,34,1400,female,male,819
gender,mlp,0.1,34,1400,male,female,886
gender,mlp,0.1,34,1400,male,male,876
gender,logistic_regression,0.1,55,1400,female,female,835
gender,logistic_regression,0.1,55,1400,female,male,902
gender,logistic_regression,0.1,55,1400,male,female,842
gender,logistic_regression,0.1,55,1400,male,male,920
gender,random_forest,0.1,55,1400,female,female,815
gender,random_forest,0.1,55,1400,female,male,922
gender,random_forest,0.1,55,1400,male,female,772
gender,random_forest,0.1,55,1400,male,male,990
gender,hist_gradient_boosting,0.1,55,1400,female,female,900
gender,hist_gradient_boosting,0.1,55,1400,female,male,837
gender,hist_gradient_boosting,0.1,55,1400,male,female,845
gender,hist_gradient_boosting,0.1,55,1400,male,male,917
gender,xgboost,0.1,55,1400,female,female,802
gender,xgboost,0.1,55,1400,female,male,935
gender,xgboost,0.1,55,1400,male,female,801
gender,xgboost,0.1,55,1400,male,male,961
gender,mlp,0.1,55,1400,female,female,1346
gender,mlp,0.1,55,1400,female,male,391
gender,mlp,0.1,55,1400,male,female,1347
gender,mlp,0.1,55,1400,male,male,415
gender,logistic_regression,0.1,89,1400,female,female,805
gender,logistic_regression,0.1,89,1400,female,male,932
gender,logistic_regression,0.1,89,1400,male,female,814
gender,logistic_regression,0.1,89,1400,male,male,948
gender,random_forest,0.1,89,1400,female,female,827
gender,random_forest,0.1,89,1400,female,male,910
gender,random_forest,0.1,89,1400,male,female,811
gender,random_forest,0.1,89,1400,male,male,951
gender,hist_gradient_boosting,0.1,89,1400,female,female,879
gender,hist_gradient_boosting,0.1,89,1400,female,male,858
gender,hist_gradient_boosting,0.1,89,1400,male,female,897
gender,hist_gradient_boosting,0.1,89,1400,male,male,865
gender,xgboost,0.1,89,1400,female,female,877
gender,xgboost,0.1,89,1400,female,male,860
gender,xgboost,0.1,89,1400,male,female,858
gender,xgboost,0.1,89,1400,male,male,904
gender,mlp,0.1,89,1400,female,female,786
gender,mlp,0.1,89,1400,female,male,951
gender,mlp,0.1,89,1400,male,female,831
gender,mlp,0.1,89,1400,male,male,931
gender,logistic_regression,0.25,13,3499,female,female,890
gender,logistic_regression,0.25,13,3499,female,male,847
gender,logistic_regression,0.25,13,3499,male,female,892
gender,logistic_regression,0.25,13,3499,male,male,870
gender,random_forest,0.25,13,3499,female,female,805
gender,random_forest,0.25,13,3499,female,male,932
gender,random_forest,0.25,13,3499,male,female,816
gender,random_forest,0.25,13,3499,male,male,946
gender,hist_gradient_boosting,0.25,13,3499,female,female,827
gender,hist_gradient_boosting,0.25,13,3499,female,male,910
gender,hist_gradient_boosting,0.25,13,3499,male,female,802
gender,hist_gradient_boosting,0.25,13,3499,male,male,960
gender,xgboost,0.25,13,3499,female,female,850
gender,xgboost,0.25,13,3499,female,male,887
gender,xgboost,0.25,13,3499,male,female,854
gender,xgboost,0.25,13,3499,male,male,908
gender,mlp,0.25,13,3499,female,female,919
gender,mlp,0.25,13,3499,female,male,818
gender,mlp,0.25,13,3499,male,female,971
gender,mlp,0.25,13,3499,male,male,791
gender,logistic_regression,0.25,21,3499,female,female,845
gender,logistic_regression,0.25,21,3499,female,male,892
gender,logistic_regression,0.25,21,3499,male,female,871
gender,logistic_regression,0.25,21,3499,male,male,891
gender,random_forest,0.25,21,3499,female,female,799
gender,random_forest,0.25,21,3499,female,male,938
gender,random_forest,0.25,21,3499,male,female,859
gender,random_forest,0.25,21,3499,male,male,903
gender,hist_gradient_boosting,0.25,21,3499,female,female,812
gender,hist_gradient_boosting,0.25,21,3499,female,male,925
gender,hist_gradient_boosting,0.25,21,3499,male,female,805
gender,hist_gradient_boosting,0.25,21,3499,male,male,957
gender,xgboost,0.25,21,3499,female,female,873
gender,xgboost,0.25,21,3499,female,male,864
gender,xgboost,0.25,21,3499,male,female,853
gender,xgboost,0.25,21,3499,male,male,909
gender,mlp,0.25,21,3499,female,female,888
gender,mlp,0.25,21,3499,female,male,849
gender,mlp,0.25,21,3499,male,female,905
gender,mlp,0.25,21,3499,male,male,857
gender,logistic_regression,0.25,34,3499,female,female,850
gender,logistic_regression,0.25,34,3499,female,male,887
gender,logistic_regression,0.25,34,3499,male,female,899
gender,logistic_regression,0.25,34,3499,male,male,863
gender,random_forest,0.25,34,3499,female,female,813
gender,random_forest,0.25,34,3499,female,male,924
gender,random_forest,0.25,34,3499,male,female,845
gender,random_forest,0.25,34,3499,male,male,917
gender,hist_gradient_boosting,0.25,34,3499,female,female,834
gender,hist_gradient_boosting,0.25,34,3499,female,male,903
gender,hist_gradient_boosting,0.25,34,3499,male,female,789
gender,hist_gradient_boosting,0.25,34,3499,male,male,973
gender,xgboost,0.25,34,3499,female,female,858
gender,xgboost,0.25,34,3499,female,male,879
gender,xgboost,0.25,34,3499,male,female,891
gender,xgboost,0.25,34,3499,male,male,871
gender,mlp,0.25,34,3499,female,female,841
gender,mlp,0.25,34,3499,female,male,896
