task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,logistic_regression,0.1,13,1400,female,female,926
gender,logistic_regression,0.1,13,1400,female,male,811
gender,logistic_regression,0.1,13,1400,male,female,861
gender,logistic_regression,0.1,13,1400,male,male,901
gender,random_forest,0.1,13,1400,female,female,831
gender,random_forest,0.1,13,1400,female,male,906
gender,random_forest,0.1,13,1400,male,female,760
gender,random_forest,0.1,13,1400,male,male,1002
gender,hist_gradient_boosting,0.1,13,1400,female,female,868
gender,hist_gradient_boosting,0.1,13,1400,female,male,869
gender,hist_gradient_boosting,0.1,13,1400,male,female,881
gender,hist_gradient_boosting,0.1,13,1400,male,male,881
gender,xgboost,0.1,13,1400,female,female,910
gender,xgboost,0.1,13,1400,female,male,827
gender,xgboost,0.1,13,1400,male,female,879
gender,xgboost,0.1,13,1400,male,male,883
gender,mlp,0.1,13,1400,female,female,938
gender,mlp,0.1,13,1400,female,male,799
gender,mlp,0.1,13,1400,male,female,1014
gender,mlp,0.1,13,1400,male,male,748
gender,logistic_regression,0.1,21,1400,female,female,880
gender,logistic_regression,0.1,21,1400,female,male,857
gender,logistic_regression,0.1,21,1400,male,female,831
gender,logistic_regression,0.1,21,1400,male,male,931
gender,random_forest,0.1,21,1400,female,female,839
gender,random_forest,0.1,21,1400,female,male,898
gender,random_forest,0.1,21,1400,male,female,801
gender,random_forest,0.1,21,1400,male,male,961
gender,hist_gradient_boosting,0.1,21,1400,female,female,818
gender,hist_gradient_boosting,0.1,21,1400,female,male,919
gender,hist_gradient_boosting,0.1,21,1400,male,female,856
gender,hist_gradient_boosting,0.1,21,1400,male,male,906
gender,xgboost,0.1,21,1400,female,female,916
gender,xgboost,0.1,21,1400,female,male,821
gender,xgboost,0.1,21,1400,male,female,855
gender,xgboost,0.1,21,1400,male,male,907
gender,mlp,0.1,21,1400,female,female,964
gender,mlp,0.1,21,1400,female,male,773
gender,mlp,0.1,21,1400,male,female,946
gender,mlp,0.1,21,1400,male,male,816
gender,logistic_regression,0.1,34,1400,female,female,943
gender,logistic_regression,0.1,34,1400,female,male,794
gender,logistic_regression,0.1,34,1400,male,female,847
gender,logistic_regression,0.1,34,1400,male,male,915
gender,random_forest,0.1,34,1400,female,female,797
gender,random_forest,0.1,34,1400,female,male,940
gender,random_forest,0.1,34,1400,male,female,817
gender,random_forest,0.1,34,1400,male,male,945
gender,hist_gradient_boosting,0.1,34,1400,female,female,868
gender,hist_gradient_boosting,0.1,34,1400,female,male,869
gender,hist_gradient_boosting,0.1,34,1400,male,female,861
gender,hist_gradient_boosting,0.1,34,1400,male,male,901
gender,xgboost,0.1,34,1400,female,female,896
gender,xgboost,0.1,34,1400,female,male,841
gender,xgboost,0.1,34,1400,male,female,847
gender,xgboost,0.1,34,1400,male,male,915
gender,mlp,0.1,34,1400,female,female,921
gender,mlp,0.1,34,1400,female,male,816
gender,mlp,0.1,34,1400,male,female,890
gender,mlp,0.1,34,1400,male,male,872
gender,logistic_regression,0.1,55,1400,female,female,838
gender,logistic_regression,0.1,55,1400,female,male,899
gender,logistic_regression,0.1,55,1400,male,female,829
gender,logistic_regression,0.1,55,1400,male,male,933
gender,random_forest,0.1,55,1400,female,female,831
gender,random_forest,0.1,55,1400,female,male,906
gender,random_forest,0.1,55,1400,male,female,797
gender,random_forest,0.1,55,1400,male,male,965
gender,hist_gradient_boosting,0.1,55,1400,female,female,859
gender,hist_gradient_boosting,0.1,55,1400,female,male,878
gender,hist_gradient_boosting,0.1,55,1400,male,female,812
gender,hist_gradient_boosting,0.1,55,1400,male,male,950
gender,xgboost,0.1,55,1400,female,female,863
gender,xgboost,0.1,55,1400,female,male,874
gender,xgboost,0.1,55,1400,male,female,783
gender,xgboost,0.1,55,1400,male,male,979
gender,mlp,0.1,55,1400,female,female,1353
gender,mlp,0.1,55,1400,female,male,384
gender,mlp,0.1,55,1400,male,female,1335
gender,mlp,0.1,55,1400,male,male,427
gender,logistic_regression,0.1,89,1400,female,female,832
gender,logistic_regression,0.1,89,1400,female,male,905
gender,logistic_regression,0.1,89,1400,male,female,797
gender,logistic_regression,0.1,89,1400,male,male,965
gender,random_forest,0.1,89,1400,female,female,806
gender,random_forest,0.1,89,1400,female,male,931
gender,random_forest,0.1,89,1400,male,female,767
gender,random_forest,0.1,89,1400,male,male,995
gender,hist_gradient_boosting,0.1,89,1400,female,female,808
gender,hist_gradient_boosting,0.1,89,1400,female,male,929
gender,hist_gradient_boosting,0.1,89,1400,male,female,826
gender,hist_gradient_boosting,0.1,89,1400,male,male,936
gender,xgboost,0.1,89,1400,female,female,826
gender,xgboost,0.1,89,1400,female,male,911
gender,xgboost,0.1,89,1400,male,female,804
gender,xgboost,0.1,89,1400,male,male,958
gender,mlp,0.1,89,1400,female,female,841
gender,mlp,0.1,89,1400,female,male,896
gender,mlp,0.1,89,1400,male,female,805
gender,mlp,0.1,89,1400,male,male,957
gender,logistic_regression,0.25,13,3499,female,female,915
gender,logistic_regression,0.25,13,3499,female,male,822
gender,logistic_regression,0.25,13,3499,male,female,892
gender,logistic_regression,0.25,13,3499,male,male,870
gender,random_forest,0.25,13,3499,female,female,839
gender,random_forest,0.25,13,3499,female,male,898
gender,random_forest,0.25,13,3499,male,female,797
gender,random_forest,0.25,13,3499,male,male,965
gender,hist_gradient_boosting,0.25,13,3499,female,female,813
gender,hist_gradient_boosting,0.25,13,3499,female,male,924
gender,hist_gradient_boosting,0.25,13,3499,male,female,810
gender,hist_gradient_boosting,0.25,13,3499,male,male,952
gender,xgboost,0.25,13,3499,female,female,890
gender,xgboost,0.25,13,3499,female,male,847
gender,xgboost,0.25,13,3499,male,female,844
gender,xgboost,0.25,13,3499,male,male,918
gender,mlp,0.25,13,3499,female,female,921
gender,mlp,0.25,13,3499,female,male,816
gender,mlp,0.25,13,3499,male,female,972
gender,mlp,0.25,13,3499,male,male,790
gender,logistic_regression,0.25,21,3499,female,female,854
gender,logistic_regression,0.25,21,3499,female,male,883
gender,logistic_regression,0.25,21,3499,male,female,873
gender,logistic_regression,0.25,21,3499,male,male,889
gender,random_forest,0.25,21,3499,female,female,793
gender,random_forest,0.25,21,3499,female,male,944
gender,random_forest,0.25,21,3499,male,female,813
gender,random_forest,0.25,21,3499,male,male,949
gender,hist_gradient_boosting,0.25,21,3499,female,female,788
gender,hist_gradient_boosting,0.25,21,3499,female,male,949
gender,hist_gradient_boosting,0.25,21,3499,male,female,813
gender,hist_gradient_boosting,0.25,21,3499,male,male,949
gender,xgboost,0.25,21,3499,female,female,830
gender,xgboost,0.25,21,3499,female,male,907
gender,xgboost,0.25,21,3499,male,female,849
gender,xgboost,0.25,21,3499,male,male,913
gender,mlp,0.25,21,3499,female,female,883
gender,mlp,0.25,21,3499,female,male,854
gender,mlp,0.25,21,3499,male,female,893
gender,mlp,0.25,21,3499,male,male,869
gender,logistic_regression,0.25,34,3499,female,female,866
gender,logistic_regression,0.25,34,3499,female,male,871
gender,logistic_regression,0.25,34,3499,male,female,870
gender,logistic_regression,0.25,34,3499,male,male,892
gender,random_forest,0.25,34,3499,female,female,808
gender,random_forest,0.25,34,3499,female,male,929
gender,random_forest,0.25,34,3499,male,female,795
gender,random_forest,0.25,34,3499,male,male,967
gender,hist_gradient_boosting,0.25,34,3499,female,female,821
gender,hist_gradient_boosting,0.25,34,3499,female,male,916
gender,hist_gradient_boosting,0.25,34,3499,male,female,856
gender,hist_gradient_boosting,0.25,34,3499,male,male,906
gender,xgboost,0.25,34,3499,female,female,847
gender,xgboost,0.25,34,3499,female,male,890
gender,xgboost,0.25,34,3499,male,female,859
gender,xgboost,0.25,34,3499,male,male,903
gender,mlp,0.25,34,3499,female,female,857
gender,mlp,0.25,34,3499,female,male,880
gender,mlp,0.25,34,3499,male,female,862
gender,mlp,0.25,34,3499,male,male,900
gender,logistic_regression,0.25,55,3499,female,female,890
gender,logistic_regression,0.25,55,3499,female,male,847
gender,logistic_regression,0.25,55,3499,male,female,861
gender,logistic_regression,0.25,55,3499,male,male,901
gender,random_forest,0.25,55,3499,female,female,806
gender,random_forest,0.25,55,3499,female,male,931
gender,random_forest,0.25,55,3499,male,female,801
gender,random_forest,0.25,55,3499,male,male,961
gender,hist_gradient_boosting,0.25,55,3499,female,female,859
gender,hist_gradient_boosting,0.25,55,3499,female,male,878
gender,hist_gradient_boosting,0.25,55,3499,male,female,849
gender,hist_gradient_boosting,0.25,55,3499,male,male,913
gender,xgboost,0.25,55,3499,female,female,802
gender,xgboost,0.25,55,3499,female,male,935
gender,xgboost,0.25,55,3499,male,female,829
gender,xgboost,0.25,55,3499,male,male,933
gender,mlp,0.25,55,3499,female,female,883
gender,mlp,0.25,55,3499,female,male,854
gender,mlp,0.25,55,3499,male,female,850
gender,mlp,0.25,55,3499,male,male,912
gender,logistic_regression,0.25,89,3499,female,female,877
gender,logistic_regression,0.25,89,3499,female,male,860
gender,logistic_regression,0.25,89,3499,male,female,845
gender,logistic_regression,0.25,89,3499,male,male,917
gender,random_forest,0.25,89,3499,female,female,806
gender,random_forest,0.25,89,3499,female,male,931
gender,random_forest,0.25,89,3499,male,female,768
gender,random_forest,0.25,89,3499,male,male,994
gender,hist_gradient_boosting,0.25,89,3499,female,female,840
gender,hist_gradient_boosting,0.25,89,3499,female,male,897
gender,hist_gradient_boosting,0.25,89,3499,male,female,856
gender,hist_gradient_boosting,0.25,89,3499,male,male,906
gender,xgboost,0.25,89,3499,female,female,870
gender,xgboost,0.25,89,3499,female,male,867
gender,xgboost,0.25,89,3499,male,female,854
gender,xgboost,0.25,89,3499,male,male,908
gender,mlp,0.25,89,3499,female,female,887
gender,mlp,0.25,89,3499,female,male,850
gender,mlp,0.25,89,3499,male,female,840
gender,mlp,0.25,89,3499,male,male,922
gender,logistic_regression,0.5,13,6998,female,female,885
gender,logistic_regression,0.5,13,6998,female,male,852
gender,logistic_regression,0.5,13,6998,male,female,830
gender,logistic_regression,0.5,13,6998,male,male,932
gender,random_forest,0.5,13,6998,female,female,773
gender,random_forest,0.5,13,6998,female,male,964
gender,random_forest,0.5,13,6998,male,female,804
gender,random_forest,0.5,13,6998,male,male,958
gender,hist_gradient_boosting,0.5,13,6998,female,female,843
gender,hist_gradient_boosting,0.5,13,6998,female,male,894
gender,hist_gradient_boosting,0.5,13,6998,male,female,794
gender,hist_gradient_boosting,0.5,13,6998,male,male,968
gender,xgboost,0.5,13,6998,female,female,839
gender,xgboost,0.5,13,6998,female,male,898
gender,xgboost,0.5,13,6998,male,female,845
gender,xgboost,0.5,13,6998,male,male,917
gender,mlp,0.5,13,6998,female,female,834
gender,mlp,0.5,13,6998,female,male,903
gender,mlp,0.5,13,6998,male,female,854
gender,mlp,0.5,13,6998,male,male,908
gender,logistic_regression,0.5,21,6998,female,female,899
gender,logistic_regression,0.5,21,6998,female,male,838
gender,logistic_regression,0.5,21,6998,male,female,852
gender,logistic_regression,0.5,21,6998,male,male,910
gender,random_forest,0.5,21,6998,female,female,834
gender,random_forest,0.5,21,6998,female,male,903
gender,random_forest,0.5,21,6998,male,female,808
gender,random_forest,0.5,21,6998,male,male,954
gender,hist_gradient_boosting,0.5,21,6998,female,female,792
gender,hist_gradient_boosting,0.5,21,6998,female,male,945
gender,hist_gradient_boosting,0.5,21,6998,male,female,810
gender,hist_gradient_boosting,0.5,21,6998,male,male,952
gender,xgboost,0.5,21,6998,female,female,871
gender,xgboost,0.5,21,6998,female,male,866
gender,xgboost,0.5,21,6998,male,female,832
gender,xgboost,0.5,21,6998,male,male,930
gender,mlp,0.5,21,6998,female,female,897
gender,mlp,0.5,21,6998,female,male,840
gender,mlp,0.5,21,6998,male,female,866
gender,mlp,0.5,21,6998,male,male,896
gender,logistic_regression,0.5,34,6998,female,female,906
gender,logistic_regression,0.5,34,6998,female,male,831
gender,logistic_regression,0.5,34,6998,male,female,871
gender,logistic_regression,0.5,34,6998,male,male,891
gender,random_forest,0.5,34,6998,female,female,819
gender,random_forest,0.5,34,6998,female,male,918
gender,random_forest,0.5,34,6998,male,female,812
gender,random_forest,0.5,34,6998,male,male,950
gender,hist_gradient_boosting,0.5,34,6998,female,female,825
gender,hist_gradient_boosting,0.5,34,6998,female,male,912
gender,hist_gradient_boosting,0.5,34,6998,male,female,823
gender,hist_gradient_boosting,0.5,34,6998,male,male,939
gender,xgboost,0.5,34,6998,female,female,860
gender,xgboost,0.5,34,6998,female,male,877
gender,xgboost,0.5,34,6998,male,female,842
gender,xgboost,0.5,34,6998,male,male,920
gender,mlp,0.5,34,6998,female,female,868
gender,mlp,0.5,34,6998,female,male,869
gender,mlp,0.5,34,6998,male,female,827
gender,mlp,0.5,34,6998,male,male,935
gender,logistic_regression,0.5,55,6998,female,female,897
gender,logistic_regression,0.5,55,6998,female,male,840
gender,logistic_regression,0.5,55,6998,male,female,877
gender,logistic_regression,0.5,55,6998,male,male,885
gender,random_forest,0.5,55,6998,female,female,802
gender,random_forest,0.5,55,6998,female,male,935
gender,random_forest,0.5,55,6998,male,female,820
gender,random_forest,0.5,55,6998,male,male,942
gender,hist_gradient_boosting,0.5,55,6998,female,female,848
gender,hist_gradient_boosting,0.5,55,6998,female,male,889
gender,hist_gradient_boosting,0.5,55,6998,male,female,821
gender,hist_gradient_boosting,0.5,55,6998,male,male,941
gender,xgboost,0.5,55,6998,female,female,849
gender,xgboost,0.5,55,6998,female,male,888
gender,xgboost,0.5,55,6998,male,female,849
gender,xgboost,0.5,55,6998,male,male,913
gender,mlp,0.5,55,6998,female,female,925
gender,mlp,0.5,55,6998,female,male,812
gender,mlp,0.5,55,6998,male,female,898
gender,mlp,0.5,55,6998,male,male,864
gender,logistic_regression,0.5,89,6998,female,female,900
gender,logistic_regression,0.5,89,6998,female,male,837
gender,logistic_regression,0.5,89,6998,male,female,850
gender,logistic_regression,0.5,89,6998,male,male,912
gender,random_forest,0.5,89,6998,female,female,822
gender,random_forest,0.5,89,6998,female,male,915
gender,random_forest,0.5,89,6998,male,female,790
gender,random_forest,0.5,89,6998,male,male,972
gender,hist_gradient_boosting,0.5,89,6998,female,female,790
gender,hist_gradient_boosting,0.5,89,6998,female,male,947
gender,hist_gradient_boosting,0.5,89,6998,male,female,769
gender,hist_gradient_boosting,0.5,89,6998,male,male,993
gender,xgboost,0.5,89,6998,female,female,873
gender,xgboost,0.5,89,6998,female,male,864
gender,xgboost,0.5,89,6998,male,female,848
gender,xgboost,0.5,89,6998,male,male,914
gender,mlp,0.5,89,6998,female,female,871
gender,mlp,0.5,89,6998,female,male,866
gender,mlp,0.5,89,6998,male,female,850
gender,mlp,0.5,89,6998,male,male,912
gender,logistic_regression,0.75,13,10496,female,female,921
gender,logistic_regression,0.75,13,10496,female,male,816
gender,logistic_regression,0.75,13,10496,male,female,849
gender,logistic_regression,0.75,13,10496,male,male,913
gender,random_forest,0.75,13,10496,female,female,820
gender,random_forest,0.75,13,10496,female,male,917
gender,random_forest,0.75,13,10496,male,female,819
gender,random_forest,0.75,13,10496,male,male,943
gender,hist_gradient_boosting,0.75,13,10496,female,female,748
gender,hist_gradient_boosting,0.75,13,10496,female,male,989
gender,hist_gradient_boosting,0.75,13,10496,male,female,749
gender,hist_gradient_boosting,0.75,13,10496,male,male,1013
gender,xgboost,0.75,13,10496,female,female,872
gender,xgboost,0.75,13,10496,female,male,865
gender,xgboost,0.75,13,10496,male,female,826
gender,xgboost,0.75,13,10496,male,male,936
gender,mlp,0.75,13,10496,female,female,822
gender,mlp,0.75,13,10496,female,male,915
gender,mlp,0.75,13,10496,male,female,871
gender,mlp,0.75,13,10496,male,male,891
gender,logistic_regression,0.75,21,10496,female,female,902
