task,classifier,train_fraction,seed,n_train,metric,value
gender,logistic_regression,0.1,13,16,accuracy,0.5140845070422535
gender,logistic_regression,0.1,13,16,balanced_accuracy,0.5140845070422535
gender,logistic_regression,0.1,13,16,precision_macro,0.5140873015873015
gender,logistic_regression,0.1,13,16,recall_macro,0.5140845070422535
gender,logistic_regression,0.1,13,16,f1_macro,0.5140604076774289
gender,logistic_regression,0.1,13,16,precision_micro,0.5140845070422535
gender,logistic_regression,0.1,13,16,recall_micro,0.5140845070422535
gender,logistic_regression,0.1,13,16,f1_micro,0.5140845070422535
gender,logistic_regression,0.1,13,16,precision_weighted,0.5140873015873015
gender,logistic_regression,0.1,13,16,recall_weighted,0.5140845070422535
gender,logistic_regression,0.1,13,16,f1_weighted,0.514060407677429
gender,random_forest,0.1,13,16,accuracy,0.4859154929577465
gender,random_forest,0.1,13,16,balanced_accuracy,0.4859154929577465
gender,random_forest,0.1,13,16,precision_macro,0.4858452950558214
gender,random_forest,0.1,13,16,recall_macro,0.4859154929577465
gender,random_forest,0.1,13,16,f1_macro,0.48527732260787526
gender,random_forest,0.1,13,16,precision_micro,0.4859154929577465
gender,random_forest,0.1,13,16,recall_micro,0.4859154929577465
gender,random_forest,0.1,13,16,f1_micro,0.4859154929577465
gender,random_forest,0.1,13,16,precision_weighted,0.4858452950558213
gender,random_forest,0.1,13,16,recall_weighted,0.4859154929577465
gender,random_forest,0.1,13,16,f1_weighted,0.48527732260787526
gender,hist_gradient_boosting,0.1,13,16,accuracy,0.5
gender,hist_gradient_boosting,0.1,13,16,balanced_accuracy,0.5
gender,hist_gradient_boosting,0.1,13,16,precision_macro,0.25
gender,hist_gradient_boosting,0.1,13,16,recall_macro,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_macro,0.3333333333333333
gender,hist_gradient_boosting,0.1,13,16,precision_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,recall_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,precision_weighted,0.25
gender,hist_gradient_boosting,0.1,13,16,recall_weighted,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_weighted,0.3333333333333333
gender,xgboost,0.1,13,16,accuracy,0.49295774647887325
gender,xgboost,0.1,13,16,balanced_accuracy,0.49295774647887325
gender,xgboost,0.1,13,16,precision_macro,0.49281521959117586
gender,xgboost,0.1,13,16,recall_macro,0.49295774647887325
gender,xgboost,0.1,13,16,f1_macro,0.49043062200956933
gender,xgboost,0.1,13,16,precision_micro,0.49295774647887325
gender,xgboost,0.1,13,16,recall_micro,0.49295774647887325
gender,xgboost,0.1,13,16,f1_micro,0.49295774647887325
gender,xgboost,0.1,13,16,precision_weighted,0.49281521959117586
gender,xgboost,0.1,13,16,recall_weighted,0.49295774647887325
gender,xgboost,0.1,13,16,f1_weighted,0.49043062200956933
gender,mlp,0.1,13,16,accuracy,0.4859154929577465
gender,mlp,0.1,13,16,balanced_accuracy,0.4859154929577465
gender,mlp,0.1,13,16,precision_macro,0.48139412997903563
gender,mlp,0.1,13,16,recall_macro,0.4859154929577465
gender,mlp,0.1,13,16,f1_macro,0.45266381540736045
gender,mlp,0.1,13,16,precision_micro,0.4859154929577465
gender,mlp,0.1,13,16,recall_micro,0.4859154929577465
gender,mlp,0.1,13,16,f1_micro,0.4859154929577465
gender,mlp,0.1,13,16,precision_weighted,0.4813941299790356
gender,mlp,0.1,13,16,recall_weighted,0.4859154929577465
gender,mlp,0.1,13,16,f1_weighted,0.45266381540736045
gender,logistic_regression,0.1,21,16,accuracy,0.5422535211267606
gender,logistic_regression,0.1,21,16,balanced_accuracy,0.5422535211267606
gender,logistic_regression,0.1,21,16,precision_macro,0.5437192118226601
gender,logistic_regression,0.1,21,16,recall_macro,0.5422535211267606
gender,logistic_regression,0.1,21,16,f1_macro,0.5383845961490372
gender,logistic_regression,0.1,21,16,precision_micro,0.5422535211267606
gender,logistic_regression,0.1,21,16,recall_micro,0.5422535211267606
gender,logistic_regression,0.1,21,16,f1_micro,0.5422535211267606
