task,classifier,train_fraction,seed,n_train,metric,value
gender,logistic_regression,0.1,13,16,accuracy,0.5
gender,logistic_regression,0.1,13,16,balanced_accuracy,0.5
gender,logistic_regression,0.1,13,16,precision_macro,0.5
gender,logistic_regression,0.1,13,16,recall_macro,0.5
gender,logistic_regression,0.1,13,16,f1_macro,0.499776730339866
gender,logistic_regression,0.1,13,16,precision_micro,0.5
gender,logistic_regression,0.1,13,16,recall_micro,0.5
gender,logistic_regression,0.1,13,16,f1_micro,0.5
gender,logistic_regression,0.1,13,16,precision_weighted,0.5
gender,logistic_regression,0.1,13,16,recall_weighted,0.5
gender,logistic_regression,0.1,13,16,f1_weighted,0.4997767303398661
gender,random_forest,0.1,13,16,accuracy,0.47183098591549294
gender,random_forest,0.1,13,16,balanced_accuracy,0.47183098591549294
gender,random_forest,0.1,13,16,precision_macro,0.47137096774193543
gender,random_forest,0.1,13,16,recall_macro,0.47183098591549294
gender,random_forest,0.1,13,16,f1_macro,0.46970074192102773
gender,random_forest,0.1,13,16,precision_micro,0.47183098591549294
gender,random_forest,0.1,13,16,recall_micro,0.47183098591549294
gender,random_forest,0.1,13,16,f1_micro,0.47183098591549294
gender,random_forest,0.1,13,16,precision_weighted,0.4713709677419355
gender,random_forest,0.1,13,16,recall_weighted,0.47183098591549294
gender,random_forest,0.1,13,16,f1_weighted,0.46970074192102773
gender,hist_gradient_boosting,0.1,13,16,accuracy,0.5
gender,hist_gradient_boosting,0.1,13,16,balanced_accuracy,0.5
gender,hist_gradient_boosting,0.1,13,16,precision_macro,0.25
gender,hist_gradient_boosting,0.1,13,16,recall_macro,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_macro,0.3333333333333333
gender,hist_gradient_boosting,0.1,13,16,precision_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,recall_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_micro,0.5
gender,hist_gradient_boosting,0.1,13,16,precision_weighted,0.25
gender,hist_gradient_boosting,0.1,13,16,recall_weighted,0.5
gender,hist_gradient_boosting,0.1,13,16,f1_weighted,0.3333333333333333
gender,xgboost,0.1,13,16,accuracy,0.4788732394366197
gender,xgboost,0.1,13,16,balanced_accuracy,0.47887323943661975
gender,xgboost,0.1,13,16,precision_macro,0.4761478163493841
gender,xgboost,0.1,13,16,recall_macro,0.47887323943661975
gender,xgboost,0.1,13,16,f1_macro,0.46354911170104146
gender,xgboost,0.1,13,16,precision_micro,0.4788732394366197
gender,xgboost,0.1,13,16,recall_micro,0.4788732394366197
gender,xgboost,0.1,13,16,f1_micro,0.4788732394366197
gender,xgboost,0.1,13,16,precision_weighted,0.4761478163493842
gender,xgboost,0.1,13,16,recall_weighted,0.4788732394366197
gender,xgboost,0.1,13,16,f1_weighted,0.46354911170104146
gender,mlp,0.1,13,16,accuracy,0.4859154929577465
gender,mlp,0.1,13,16,balanced_accuracy,0.4859154929577465
gender,mlp,0.1,13,16,precision_macro,0.48139412997903563
gender,mlp,0.1,13,16,recall_macro,0.4859154929577465
gender,mlp,0.1,13,16,f1_macro,0.45266381540736045
gender,mlp,0.1,13,16,precision_micro,0.4859154929577465
gender,mlp,0.1,13,16,recall_micro,0.4859154929577465
gender,mlp,0.1,13,16,f1_micro,0.4859154929577465
gender,mlp,0.1,13,16,precision_weighted,0.4813941299790356
gender,mlp,0.1,13,16,recall_weighted,0.4859154929577465
gender,mlp,0.1,13,16,f1_weighted,0.45266381540736045
gender,logistic_regression,0.1,21,16,accuracy,0.5633802816901409
gender,logistic_regression,0.1,21,16,balanced_accuracy,0.5633802816901409
gender,logistic_regression,0.1,21,16,precision_macro,0.5646630236794171
gender,logistic_regression,0.1,21,16,recall_macro,0.5633802816901409
gender,logistic_regression,0.1,21,16,f1_macro,0.5612041467304625
gender,logistic_regression,0.1,21,16,precision_micro,0.5633802816901409
gender,logistic_regression,0.1,21,16,recall_micro,0.5633802816901409
gender,logistic_regression,0.1,21,16,f1_micro,0.5633802816901409
gender,logistic_regression,0.1,21,16,precision_weighted,0.564663023679417
gender,logistic_regression,0.1,21,16,recall_weighted,0.5633802816901409
gender,logistic_regression,0.1,21,16,f1_weighted,0.5612041467304625
gender,random_forest,0.1,21,16,accuracy,0.528169014084507
gender,random_forest,0.1,21,16,balanced_accuracy,0.528169014084507
gender,random_forest,0.1,21,16,precision_macro,0.5282193958664547
gender,random_forest,0.1,21,16,recall_macro,0.528169014084507
gender,random_forest,0.1,21,16,f1_macro,0.527958322996775
gender,random_forest,0.1,21,16,precision_micro,0.528169014084507
gender,random_forest,0.1,21,16,recall_micro,0.528169014084507
gender,random_forest,0.1,21,16,f1_micro,0.528169014084507
gender,random_forest,0.1,21,16,precision_weighted,0.5282193958664546
gender,random_forest,0.1,21,16,recall_weighted,0.528169014084507
gender,random_forest,0.1,21,16,f1_weighted,0.5279583229967749
gender,hist_gradient_boosting,0.1,21,16,accuracy,0.5
gender,hist_gradient_boosting,0.1,21,16,balanced_accuracy,0.5
gender,hist_gradient_boosting,0.1,21,16,precision_macro,0.25
gender,hist_gradient_boosting,0.1,21,16,recall_macro,0.5
gender,hist_gradient_boosting,0.1,21,16,f1_macro,0.3333333333333333
gender,hist_gradient_boosting,0.1,21,16,precision_micro,0.5
gender,hist_gradient_boosting,0.1,21,16,recall_micro,0.5
gender,hist_gradient_boosting,0.1,21,16,f1_micro,0.5
gender,hist_gradient_boosting,0.1,21,16,precision_weighted,0.25
gender,hist_gradient_boosting,0.1,21,16,recall_weighted,0.5
gender,hist_gradient_boosting,0.1,21,16,f1_weighted,0.3333333333333333
gender,xgboost,0.1,21,16,accuracy,0.43661971830985913
